Name,Kingdom,Species,%identity,%cover,Length,Matches Percentage
AQP 4180,Bacteria,Zobellia amurskyensis,99.84%,100.00%,611,"Zobellia amurskyensis 99.84%
Zobellia uliginosa 98.53%
Zobellia laminariae 98.53%
Zobellia galactanivorans 98.37%
Zobellia russellii 97.55%"
AQP 11091,Fungi,Cystofilobasidium bisporidii,99.83%,100.00%,597,"Cystofilobasidium bisporidii 99.83%
Cystofilobasidium infirmominiatum 98.66%
Cystofilobasidium macerans 97.66%
Cystofilobasidium capitatum 97.49%
Cystofilobasidium ferigula 97.16%
Cystofilobasidium lacus-mascardii 96.99%"
AQP 11092,Fungi,"Saccharomyces cerevisiae 97.66%
Saccharomyces cariocanus 97.66%",97.66%,100.00%,427,"Saccharomyces cariocanus 97.66%
Actinomyces oris 97.66%
Saccharomyces cerevisiae 97.66%
Saccharomyces paradoxus 97.42%
Saccharomyces paradoxus NRRL Y-17217 97.42%
Saccharomyces arboricola 96.72%
Saccharomyces kudriavzevii 96.50%
Saccharomyces eubayanus 96.25%
Saccharomyces uvarum 96.25%
Saccharomyces pastorianus 96.25%
Saccharomyces bayanus 96.25%
Saccharomyces mikatae 95.58%"
AQP 11100,Fungi,"Saccharomyces cerevisiae 99.14%
Saccharomyces cariocanus 98.22%",99.14%,100.00%,582,"Actinomyces oris 99.14%
Saccharomyces cerevisiae 99.14%
Saccharomyces paradoxus 98.11%
Saccharomyces paradoxus NRRL Y-17217 98.11%
Saccharomyces arboricola 97.42%
Saccharomyces uvarum 97.25%
Saccharomyces kudriavzevii 97.40%
Saccharomyces cariocanus 98.22%
Saccharomyces eubayanus 97.08%
Saccharomyces pastorianus 97.08%
Saccharomyces bayanus 97.08%
Saccharomyces mikatae 96.58%
Kazachstania unispora 95.19%
Kazachstania africana CBS 2517 95.19%
Kazachstania martiniae 95.33%
Kazachstania africana 95.19%"
AQP 4236,Fungi,"Saccharomyces cerevisiae 97.39%
Saccharomyces cariocanus 97.39%",97.39%,100.00%,307,"Saccharomyces cariocanus 97.39%
Actinomyces oris 97.39%
Saccharomyces cerevisiae 97.39%
Saccharomyces paradoxus 97.07%
Saccharomyces paradoxus NRRL Y-17217 97.07%
Saccharomyces arboricola 96.74%
Saccharomyces eubayanus 96.42%
Saccharomyces uvarum 96.42%
Saccharomyces pastorianus 96.42%
Saccharomyces bayanus 96.42%
Saccharomyces kudriavzevii 96.43%
Kazachstania unispora 95.44%
Kazachstania siamensis 95.44%
Kazachstania aquatica 95.44%
Kazachstania yasuniensis 95.44%
Kazachstania servazzii 95.44%
Kazachstania aerobia 95.44%
Kazachstania solicola 95.13%
Kazachstania bromeliacearum 95.11%
Kazachstania molopis 95.11%"
AQP 4786,Fungi,"Saccharomyces cerevisiae 99.83%
Saccharomyces cariocanus 98.92%",99.83%,98.97%,583,"Actinomyces oris 99.83%
Saccharomyces cerevisiae 99.83%
Saccharomyces paradoxus 98.79%
Saccharomyces paradoxus NRRL Y-17217 98.79%
Saccharomyces arboricola 98.09%
Saccharomyces uvarum 97.92%
Saccharomyces kudriavzevii 97.92%
Saccharomyces eubayanus 97.75%
Saccharomyces pastorianus 97.75%
Saccharomyces bayanus 97.75%
Saccharomyces cariocanus 98.92%
Saccharomyces mikatae 97.24%
Kazachstania martiniae 95.84%
Kazachstania unispora 95.84%
Kazachstania africana CBS 2517 95.84%
Kazachstania africana 95.84%
Torulaspora delbrueckii 95.50%
Kazachstania servazzii 95.49%
Torulaspora quercuum 95.33%
Kazachstania solicola 95.33%"
AQP 9422,Fungi,"Saccharomyces cerevisiae 99.02%
Saccharomyces cariocanus 99.02%",99.02%,100.00%,407,"Saccharomyces cariocanus 99.02%
Actinomyces oris 99.02%
Saccharomyces cerevisiae 99.02%
Saccharomyces paradoxus 98.77%
Saccharomyces paradoxus NRRL Y-17217 98.77%
Saccharomyces arboricola 98.03%
Saccharomyces kudriavzevii 97.79%
Saccharomyces eubayanus 97.54%
Saccharomyces uvarum 97.54%
Saccharomyces pastorianus 97.54%
Saccharomyces bayanus 97.54%
Saccharomyces mikatae 97.07%
Kazachstania unispora 96.56%
Kazachstania siamensis 96.56%
Kazachstania aquatica 96.56%
Kazachstania yasuniensis 96.56%
Kazachstania bromeliacearum 96.31%
Kazachstania servazzii 96.31%
Kazachstania aerobia 96.31%
Naumovozyma dairenensis CBS 421 96.07%"
AQP 9462,Fungi,"Saccharomyces cerevisiae 98.32%
Saccharomyces cariocanus 97.47%",98.32%,100.00%,535,"Actinomyces oris 98.32%
Saccharomyces cerevisiae 98.32%
Saccharomyces paradoxus 97.20%
Saccharomyces paradoxus NRRL Y-17217 97.20%
Saccharomyces arboricola 96.45%
Saccharomyces kudriavzevii 96.28%
Saccharomyces cariocanus 97.47%
Saccharomyces uvarum 96.26%
Saccharomyces eubayanus 96.07%
Saccharomyces pastorianus 96.07%
Saccharomyces bayanus 96.07%
Saccharomyces mikatae 95.72%"
AQP 9524,Fungi,"Saccharomyces cerevisiae 99.13%
Saccharomyces cariocanus 98.55%",99.13%,100.00%,577,"Actinomyces oris 99.13%
Saccharomyces cerevisiae 99.13%
Saccharomyces paradoxus 98.09%
Saccharomyces paradoxus NRRL Y-17217 98.09%
Saccharomyces arboricola 97.39%
Saccharomyces cariocanus 98.55%
Saccharomyces kudriavzevii 97.23%
Saccharomyces uvarum 97.22%
Saccharomyces eubayanus 97.04%
Saccharomyces pastorianus 97.04%
Saccharomyces bayanus 97.04%
Saccharomyces mikatae 96.71%
Kazachstania unispora 95.30%
Kazachstania martiniae 95.13%
Kazachstania africana CBS 2517 95.13%
Kazachstania africana 95.13%"
AQP 9551,Fungi,"Saccharomyces cerevisiae 99.14%
Saccharomyces cariocanus 98.70%",99.14%,99.57%,468,"Actinomyces oris 99.14%
Saccharomyces cerevisiae 99.14%
Saccharomyces cariocanus 98.70%
Saccharomyces paradoxus 98.49%
Saccharomyces paradoxus NRRL Y-17217 98.49%
Saccharomyces kudriavzevii 97.63%
Saccharomyces arboricola 97.62%
Saccharomyces eubayanus 97.21%
Saccharomyces uvarum 97.41%
Saccharomyces pastorianus 97.41%
Saccharomyces bayanus 97.41%
Saccharomyces mikatae 96.77%
Kazachstania africana CBS 2517 96.33%
Kazachstania africana 96.33%
Kazachstania unispora 95.92%
Kazachstania bromeliacearum 96.11%
Kazachstania martiniae 95.71%
Kazachstania yasuniensis 95.71%
Kazachstania aerobia 95.71%
Kazachstania solicola 95.50%"
AQP 9574,Fungi,"Saccharomyces cerevisiae 97.91%
Saccharomyces cariocanus 97.91%",97.91%,100.00%,239,"Saccharomyces cariocanus 97.91%
Actinomyces oris 97.91%
Saccharomyces cerevisiae 97.91%
Saccharomyces paradoxus 97.49%
Saccharomyces paradoxus NRRL Y-17217 97.49%
Saccharomyces arboricola 97.07%
Saccharomyces eubayanus 96.65%
Saccharomyces uvarum 96.65%
Saccharomyces pastorianus 96.65%
Saccharomyces kudriavzevii 96.67%
Saccharomyces bayanus 96.65%
Kazachstania unispora 95.40%
Kazachstania siamensis 95.40%
Kazachstania aquatica 95.40%
Kazachstania yasuniensis 95.40%
Kazachstania servazzii 95.40%
Kazachstania aerobia 95.40%"
